split,label,temporal_consistency,inter_region_agreement,signal_stability,amplitude_reliability,rhythm_quality,sync_behavior,frame_quality_score,roi_stability,temporal_coverage_ratio
train,1,0.780190,0.866174,0.827565,0.745620,0.809231,0.850125,0.593744,0.444127,0.396148
train,0,0.477661,0.436679,0.108320,0.398550,0.471466,0.307330,0.333889,0.301858,0.307595
train,0,0.564432,0.585371,0.336212,0.622245,0.354574,0.538108,0.815235,0.267067,0.478568
train,0,0.000000,0.000000,0.309897,0.231064,0.075715,0.019724,0.224906,0.373997,0.552035
train,0,0.516329,0.395969,0.871594,0.289725,0.305754,0.624417,0.544254,0.290008,0.166611
train,1,0.744737,0.694010,0.768407,0.726962,0.765355,0.729670,0.871743,0.784994,0.735992
train,0,0.410870,0.183081,0.328362,0.449429,0.342212,0.204381,0.607640,0.772582,0.338593
train,1,0.902932,0.821499,0.944436,0.790964,0.976903,0.892851,0.300639,0.942114,0.585160
train,0,0.000000,0.000000,0.118882,0.100911,0.136617,0.000000,0.205408,0.403523,0.577120
train,1,0.924693,0.959434,0.828570,0.866947,0.814683,0.846919,0.947364,0.956487,0.854002
train,1,0.559374,0.736025,0.724718,0.684948,0.608652,0.613902,0.911843,0.929085,0.899465
train,0,0.109048,0.016514,0.101820,0.275084,0.140113,0.274765,0.357567,0.287658,0.573805
train,0,0.081160,0.000000,0.000000,0.000000,0.117113,0.371970,0.457881,0.791623,0.515557
train,0,0.000000,0.000000,0.000000,0.133736,0.033620,0.000000,0.209367,0.283895,0.264272
train,0,0.250965,0.363280,0.448236,0.664798,0.330766,0.344358,0.830718,0.628676,0.668293
train,0,0.485893,0.202744,0.250555,0.458627,0.274492,0.111802,0.761744,0.538414,0.330828
train,1,0.617819,0.583916,0.531422,0.567035,0.553276,0.506250,0.892417,0.836013,0.724496
train,0,0.140264,0.000000,0.000000,0.000000,0.000000,0.000000,0.599266,0.532995,0.517579
train,1,0.794650,0.757531,0.719162,0.789046,0.874732,0.741467,0.574815,0.899888,0.680891
train,0,0.429593,0.299355,0.199259,0.291244,0.246255,0.261406,0.488572,0.618400,0.604901
train,1,0.566507,0.625913,0.534564,0.527392,0.472329,0.525448,0.547859,0.866575,0.825369
train,0,0.415760,0.701560,0.675614,0.339096,0.458813,0.485707,0.562196,0.678551,0.709652
train,0,0.118620,0.269920,0.301182,0.299505,0.073963,0.000000,0.274471,0.638595,0.414199
train,1,0.340487,0.283688,0.143208,0.310975,0.353257,0.306040,0.977637,0.715429,0.933382
train,1,0.762037,0.770563,0.711472,0.669283,0.728415,0.667630,0.842404,0.679884,0.881110
train,1,0.709357,0.646398,0.682779,0.720961,0.634937,0.631674,0.936089,0.976491,0.840723
train,1,0.679302,0.727540,0.612496,0.760039,0.738351,0.715489,0.610990,0.591605,0.730629
train,1,0.892995,0.908965,0.961696,0.975762,0.887822,0.910485,0.805606,0.584544,0.683030
train,1,0.526123,0.540428,0.554310,0.445927,0.514259,0.618385,0.831975,0.740477,0.714323
train,1,0.982729,0.837519,0.971930,1.000000,1.000000,0.928916,0.946715,0.910812,0.897242
train,0,0.141865,0.108834,0.000000,0.164936,0.131062,0.096041,0.515498,0.325359,0.174539
train,0,0.283466,0.084317,0.000000,0.273171,0.000000,0.004442,0.487567,0.277493,0.770163
train,0,0.331759,0.161053,0.026196,0.000000,0.414869,0.083372,0.720497,0.881254,0.422869
train,0,0.321307,0.302181,0.276897,0.699917,0.403063,0.084207,0.457144,0.181246,0.569596
train,1,0.756138,0.574517,0.562741,0.610160,0.677112,0.697118,0.715064,0.633379,0.590208
train,1,0.403571,0.423098,0.506920,0.428604,0.460243,0.560887,0.870094,0.526263,0.867645
train,0,0.000000,0.000000,0.000000,0.022152,0.000000,0.000000,0.268436,0.492970,0.526890
train,1,0.914763,0.967582,0.967425,0.960864,0.927792,0.877614,0.759424,0.629042,0.837919
train,1,0.959824,0.973591,1.000000,0.950044,0.913659,0.976408,0.963037,0.743805,0.704266
train,1,0.900759,0.787183,0.850156,0.813331,0.848960,0.791609,0.692394,0.581411,0.886401
train,1,0.574781,0.641144,0.680068,0.594823,0.662260,0.618403,0.732935,0.955321,0.755647
train,0,0.674933,0.847349,0.779949,0.815678,0.760157,0.834204,0.825163,0.169450,0.425553
train,1,0.588840,0.689166,0.575792,0.627526,0.634945,0.737407,0.651799,0.805184,0.481425
train,1,0.877452,0.882903,0.821917,0.782433,0.786081,0.740045,0.841511,0.761271,0.652561
train,1,0.418997,0.536670,0.610954,0.544112,0.613368,0.574221,0.793109,0.897482,0.884190
train,0,0.459297,0.320296,0.320893,0.334362,0.030643,0.364233,0.404604,0.575509,0.335495
train,1,0.753008,0.668250,0.707741,0.822882,0.666891,0.609616,0.547260,0.795403,0.789032
train,1,0.673288,0.658400,0.592492,0.564251,0.658299,0.531203,0.826659,0.771397,0.849473
train,0,0.431014,0.489462,0.478935,0.257071,0.465254,0.532205,0.757356,0.421598,0.102353
train,0,0.548834,0.587792,0.356236,0.520685,0.606715,0.518751,0.209024,0.478614,0.371995
train,1,0.941269,0.943610,0.938772,0.819583,0.849831,0.890098,0.954299,0.855063,0.754095
train,1,0.804166,0.826135,0.858209,0.832547,0.716741,0.718583,0.906852,0.772439,0.756649
train,1,0.941660,0.904718,0.927807,1.000000,1.000000,0.993602,0.864213,0.899224,0.815161
train,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.616426,0.228163,0.501810
train,0,0.231203,0.378323,0.338650,0.132385,0.212541,0.228366,0.317444,0.681745,0.480062
train,1,0.773467,0.626424,0.647789,0.776596,0.570083,0.810281,0.744529,0.860213,0.745244
train,1,0.428305,0.555182,0.615443,0.591041,0.598478,0.661204,0.904731,0.914548,0.894218
train,0,0.545202,0.519169,0.139332,0.693556,0.608215,0.608041,0.462461,0.430638,0.627878
train,0,0.436121,0.361899,0.402623,0.414357,0.647397,0.957188,0.544362,0.331148,0.374681
train,0,0.055934,0.048976,0.393060,0.258801,0.295782,0.258360,0.548044,0.680298,0.794727
train,1,0.687082,0.768748,0.665226,0.654048,0.734520,0.613649,0.813388,0.745309,0.867628
train,1,0.614444,0.507422,0.574399,0.549134,0.490246,0.516867,0.940826,0.782753,0.954285
train,1,0.718647,0.794822,0.695281,0.807485,0.732309,0.703747,0.885333,0.681836,0.849050
train,1,0.759721,0.767632,0.606454,0.673018,0.773247,0.722245,0.831854,0.730272,0.966335
train,0,0.340534,0.587914,0.097580,0.250077,0.201756,0.000000,0.463721,0.671632,0.700299
train,1,0.754407,0.632899,0.636822,0.724970,0.678165,0.730306,0.898510,0.938431,0.751108
train,1,0.411444,0.394563,0.484025,0.393267,0.276611,0.402596,0.474941,0.827735,0.735816
train,1,0.970272,0.964397,0.962600,0.923069,0.937158,0.854193,0.437020,0.940293,0.594433
train,1,0.643750,0.623495,0.625568,0.669657,0.575640,0.542695,0.464898,0.561573,0.795078
train,1,0.564711,0.594006,0.536070,0.533727,0.500489,0.605547,0.669252,0.804257,0.931702
train,0,0.000000,0.337536,0.294560,0.098708,0.249823,0.385641,0.823134,0.540313,0.384355
train,0,0.525446,0.480920,0.599421,0.526681,0.356675,0.425395,0.420021,0.221306,0.144223
train,0,0.000000,0.028704,0.407037,0.049050,0.000000,0.069797,0.448117,0.574296,0.601247
train,0,0.994692,0.913202,0.579951,0.598609,0.574442,0.581663,0.675320,0.357681,0.356369
train,1,0.852488,0.879335,0.882897,0.904504,0.853678,0.922081,0.950260,0.562494,0.926088
train,0,0.428341,0.531919,0.545447,0.728355,0.570547,0.574976,0.095838,0.744424,0.717322
train,0,0.000000,0.115624,0.017225,0.242473,0.239988,0.093558,0.722795,0.533012,0.263444
train,0,0.007049,0.329076,0.000000,0.017468,0.403853,0.127986,0.348556,0.622825,0.385647
train,1,0.689015,0.612975,0.731425,0.556396,0.740146,0.611716,0.589476,0.488437,0.932584
train,1,0.809631,0.839446,0.715598,0.787517,0.792774,0.833675,0.874026,0.681536,0.842793
train,1,0.739612,0.693374,0.690235,0.777266,0.861656,0.776510,0.549400,0.658685,0.932193
train,1,0.872291,0.982338,0.823269,0.904148,0.934006,0.959415,0.856488,0.943254,0.655888
train,1,0.384302,0.455845,0.473024,0.425612,0.517174,0.474197,0.897233,0.806762,0.890190
train,1,0.692642,0.609949,0.673102,0.640345,0.684066,0.661079,0.232993,0.697399,0.640231
train,0,0.147903,0.000000,0.000000,0.000000,0.087839,0.094725,0.558027,0.551171,0.436423
train,1,0.634952,0.635222,0.643279,0.669745,0.793484,0.652770,0.869290,0.654794,0.978226
train,1,0.917610,0.926067,0.872086,0.857399,0.802702,0.812536,0.843267,0.524322,0.685105
train,1,0.797413,0.786617,0.754018,0.807716,0.590705,0.714024,0.511480,0.709919,0.669949
train,0,0.281833,0.175087,0.569413,0.313626,0.388730,0.288158,0.670359,0.389900,0.515362
train,1,0.861233,0.873013,0.855097,0.851912,0.808614,0.870897,0.511330,0.648744,0.785469
train,1,0.673736,0.559673,0.575055,0.638622,0.687541,0.703666,0.830562,0.770541,0.867218
train,0,0.110283,0.215944,0.283747,0.232405,0.315369,0.602424,0.796653,0.364532,0.541879
train,1,0.794521,0.870767,0.748417,0.783156,0.671490,0.832018,0.698174,0.739218,0.961679
train,0,0.000000,0.171614,0.000000,0.002449,0.067714,0.000000,0.600933,0.460451,0.393478
train,1,0.592704,0.723756,0.714704,0.806503,0.742899,0.666652,0.921952,0.731487,0.659631
train,1,0.733586,0.904008,0.657269,0.773750,0.693855,0.731928,0.741142,0.556838,0.609747
train,0,0.570646,0.351050,0.645878,0.310457,0.292956,0.282885,0.587646,0.381008,0.323927
train,0,0.039808,0.066084,0.145684,0.000000,0.176633,0.132690,0.684006,0.568374,0.260951
train,1,0.256322,0.315774,0.300296,0.330431,0.322280,0.287936,0.526090,0.519696,0.835189
train,0,0.493704,0.673504,0.713038,0.605474,0.494933,0.529703,0.218629,0.299697,0.445250
train,1,0.940344,0.925033,1.000000,0.908294,0.915952,0.952250,0.448475,0.465729,0.796003
train,0,0.703109,0.427469,0.661664,0.449864,0.709623,0.380750,0.000000,0.266271,0.651694
train,1,0.508704,0.521100,0.539425,0.507705,0.587237,0.621297,0.637575,0.917887,0.791485
train,1,0.532630,0.534903,0.707234,0.590561,0.601898,0.480592,0.865043,0.751686,0.747738
train,0,0.297138,0.428251,0.335828,0.412158,0.297903,0.336473,0.383016,0.437844,0.286806
train,1,0.734441,0.687548,0.803842,0.765122,0.644066,0.754255,0.933623,0.909061,0.971656
train,0,0.160832,0.013759,0.122476,0.000000,0.058751,0.213493,0.732695,0.627795,0.860202
train,0,0.289946,0.317976,0.292370,0.059027,0.210750,0.316847,0.596714,0.285795,0.635219
train,1,0.657747,0.558663,0.707107,0.660963,0.557813,0.734139,0.814615,0.711354,0.963083
train,1,0.615167,0.499496,0.641740,0.542545,0.621996,0.568462,0.767395,0.851622,0.845372
train,1,0.721022,0.688303,0.672462,0.704161,0.657405,0.699011,0.861647,0.769584,0.901359
train,1,0.825029,0.688866,0.732841,0.615844,0.800982,0.681143,0.759244,0.838801,0.802355
train,0,0.185414,0.050922,0.011062,0.360054,0.105526,0.000000,0.719072,0.652212,0.410049
train,1,0.641327,0.758319,0.818510,0.583615,0.580309,0.598448,0.663793,0.831839,0.812092
train,1,0.450775,0.467680,0.433204,0.340120,0.431708,0.431611,0.817531,0.846819,0.552781
train,1,0.830957,0.808592,0.775088,0.817078,0.866372,0.811743,0.576176,0.639194,0.865437
train,1,0.599390,0.591362,0.444267,0.523201,0.495625,0.625027,0.631626,0.892275,0.714743
train,1,0.885661,0.775778,0.876442,0.896395,0.937890,0.859274,0.672128,0.635209,0.588675
train,0,0.525816,0.296514,0.263506,0.244640,0.370272,0.521676,0.798624,0.739198,0.000000
train,0,0.355959,0.517619,0.253048,0.214517,0.551734,0.471294,0.711118,0.105110,0.401947
train,0,0.155668,0.093283,0.000000,0.147547,0.460207,0.000000,0.421530,0.115535,0.517681
train,0,0.000000,0.002231,0.109040,0.000000,0.079414,0.000000,0.468864,0.318151,0.510710
train,0,0.595296,0.341178,0.432743,0.618916,0.306333,0.510780,0.421028,0.446565,0.717941
train,1,0.816921,0.766569,0.884101,0.934009,0.986014,0.909137,0.730847,0.372302,0.569912
train,1,0.652167,0.739355,0.513286,0.560515,0.596851,0.586039,0.509382,0.751532,0.769890
train,0,0.358793,0.268696,0.376075,0.348631,0.344765,0.303340,0.373160,0.406939,0.804295
train,1,0.532524,0.710608,0.762476,0.639966,0.533681,0.566729,0.933665,0.824429,0.818545
train,0,0.271998,0.000000,0.229530,0.015983,0.140385,0.562281,0.232709,0.659057,0.561782
train,0,0.017129,0.000000,0.000000,0.087600,0.000000,0.031451,0.261289,0.446987,0.628239
train,0,0.749993,0.534138,0.490507,0.608794,0.403828,0.517034,0.421496,0.272025,0.559839
train,0,0.000000,0.111278,0.274209,0.109028,0.231044,0.115346,0.357915,0.597735,0.374162
train,0,0.403080,0.000000,0.216685,0.179397,0.408414,0.363121,0.615168,0.213470,0.414911
train,0,0.530971,0.076937,0.154929,0.212989,0.056628,0.123607,0.403160,0.605507,0.056817
train,0,0.074442,0.000000,0.152190,0.202460,0.028887,0.287801,0.642002,0.510723,0.519459
train,0,0.000000,0.367012,0.233918,0.000000,0.256820,0.109551,0.326380,0.318126,0.641592
train,1,0.654892,0.686197,0.620356,0.725378,0.736401,0.849162,0.802400,0.636543,0.830836
train,0,0.315712,0.367326,0.252546,0.432664,0.591450,0.570260,0.906316,0.262270,0.690342
train,1,0.645511,0.715181,0.733857,0.695620,0.740846,0.721864,0.797673,0.874384,0.503099
train,0,0.453919,0.450365,0.380905,0.775051,0.745406,0.549089,0.215731,0.036466,0.799587
train,0,0.316363,0.346149,0.452495,0.182406,0.593438,0.306957,0.387109,0.530980,0.648706
train,0,0.489875,0.411863,0.348424,0.652289,0.321223,0.550410,0.561486,0.396580,0.735380
train,0,0.652756,0.387088,0.573410,0.666610,0.264317,0.412162,0.048390,0.086425,0.167289
train,1,0.719758,0.679992,0.650902,0.612655,0.651869,0.630665,0.658598,0.699553,0.936842
train,0,0.208002,0.227388,0.005383,0.000000,0.214545,0.249899,0.363187,0.763499,0.508188
train,0,0.488080,0.707614,0.621776,0.624704,0.389042,0.439348,0.236847,0.518322,0.639078
train,1,0.410463,0.530975,0.414005,0.307383,0.393569,0.299818,0.835841,0.698466,0.863972
train,1,0.768072,0.869325,0.734261,0.836344,0.827366,0.779664,0.902033,0.851853,0.762613
train,0,0.190291,0.300085,0.214208,0.143107,0.206745,0.153519,0.383494,0.372091,0.418077
train,0,0.438461,0.478006,0.270102,0.410562,0.607314,0.576038,0.292003,0.300443,0.299767
train,0,0.596930,0.420065,0.380367,0.582751,0.287405,0.541356,0.464351,0.455208,0.540709
train,0,0.464332,0.377059,0.723308,0.531754,0.283480,0.179391,0.767231,0.367074,0.629268
train,1,0.904235,1.000000,1.000000,1.000000,1.000000,1.000000,0.781208,0.323679,0.671205
train,0,0.327646,0.081346,0.185229,0.207139,0.161206,0.362732,0.609415,0.441389,0.698237
train,1,0.628855,0.624423,0.620410,0.599981,0.712608,0.773541,0.791421,0.910539,0.782625
train,1,0.801051,0.692347,0.812182,0.787703,0.822079,0.767602,0.781741,0.831706,0.931255
train,0,0.048422,0.250973,0.259844,0.507965,0.293921,0.260144,0.389118,0.587033,0.097943
train,1,0.907674,1.000000,0.886241,0.934531,1.000000,0.853616,0.723050,0.856410,0.879619
train,0,0.158912,0.216507,0.456847,0.424782,0.350567,0.735111,0.347450,0.819037,0.740322
train,0,0.727483,0.695407,0.685515,0.441374,0.800013,0.255779,0.503601,0.777527,0.307154
train,0,0.157798,0.154220,0.000000,0.187259,0.165347,0.249113,0.131528,0.707196,0.526819
train,0,0.199464,0.419802,0.455425,0.427295,0.226944,0.000000,0.465038,0.677272,0.216339
train,0,0.000000,0.094744,0.425435,0.142180,0.186643,0.225647,0.596871,0.556298,0.597796
train,0,0.506257,0.707909,0.773102,0.446080,0.611036,0.687423,0.702683,0.276066,0.432888
train,1,0.621000,0.419491,0.456883,0.547478,0.622290,0.541339,0.919348,0.569095,0.748375
train,0,0.523426,0.577377,0.825048,0.427201,0.308133,0.229994,0.800742,0.636957,0.673196
train,0,0.403076,0.404098,0.352554,0.000000,0.119839,0.498505,0.180172,0.025377,0.215650
train,1,0.757602,0.723452,0.723508,0.690619,0.821973,0.767960,0.780095,0.874518,0.943017
train,1,0.500874,0.596552,0.524159,0.519043,0.663197,0.567063,0.865949,0.847904,0.880567
train,1,0.481135,0.443745,0.579245,0.370020,0.429868,0.543925,0.816354,0.796606,0.806449
train,1,0.840179,0.753396,0.852692,0.792138,0.717163,0.829073,0.786646,0.785148,0.964437
train,1,0.684404,0.867797,0.623389,0.701761,0.725013,0.687929,0.757823,0.583433,0.849844
train,1,0.686002,0.684550,0.673751,0.605490,0.727212,0.718131,0.566373,0.933648,0.927545
train,0,0.343118,0.223526,0.004590,0.136579,0.000000,0.173228,0.239918,0.423444,0.355750
train,0,0.170173,0.353154,0.559456,0.314997,0.130390,0.387305,0.371746,0.429713,0.616121
train,1,0.810917,0.715765,0.795838,0.703503,0.715116,0.695812,0.815148,0.355744,0.769862
train,1,0.817327,0.745249,0.816643,0.735298,0.747290,0.851432,0.907015,0.768714,0.801651
train,1,0.861752,0.865648,0.801081,0.919406,0.821270,0.844635,0.958653,0.844125,0.760717
train,0,0.462783,0.232377,0.464171,0.485040,0.430910,0.343977,0.540077,0.455155,0.472284
train,0,0.670440,0.421156,0.901167,0.454659,0.671638,0.576486,0.364068,0.463007,0.500067
train,1,0.923516,0.949403,0.871117,0.935114,0.786005,0.917063,0.871537,0.942052,0.935465
train,0,0.267716,0.022345,0.293787,0.218441,0.022406,0.150750,0.169316,0.543679,0.385286
train,1,0.759432,0.735095,0.973384,0.749005,0.797965,0.702217,0.834614,0.966849,0.471622
train,1,1.000000,0.941349,0.966859,0.886362,0.781549,0.770592,0.897107,0.860200,0.748656
train,0,0.245431,0.205369,0.116400,0.123219,0.254341,0.051108,0.514862,0.745452,0.794357
train,1,0.620363,0.587815,0.532183,0.666723,0.665103,0.670521,0.471226,0.487323,0.515683
train,0,0.077006,0.426221,0.281393,0.397424,0.360677,0.352009,0.491887,0.750977,0.839899
train,0,0.565897,0.347716,0.558338,0.566654,0.313190,0.315085,0.292163,0.796724,0.490976
train,0,0.693706,0.287209,0.371398,0.635095,0.088044,0.068231,0.624569,0.403425,0.711266
train,1,0.712453,0.849959,0.698707,0.731055,0.757747,0.685770,0.853000,0.476047,0.853625
train,1,0.344558,0.470143,0.285881,0.366499,0.388494,0.517095,0.641098,0.694188,0.619560
train,0,0.798626,0.715307,0.606075,0.482860,0.510790,0.356674,0.221455,0.271930,0.518592
train,0,0.505128,0.462320,0.457367,0.242863,0.416463,0.128496,0.713143,0.436838,0.531183
train,1,0.710058,0.634862,0.669884,0.579791,0.536386,0.733612,0.894068,0.690636,0.564640
train,1,0.640738,0.403879,0.604103,0.528406,0.531611,0.657770,0.721553,0.853722,0.806951
train,1,0.828617,0.819293,0.923523,0.835341,0.919983,0.879451,0.683336,0.725437,0.586826
train,0,0.571374,0.542379,0.239530,0.573608,0.579809,0.678336,0.381088,0.617033,0.516748
train,0,0.228508,0.286652,0.276708,0.336927,0.653917,0.679546,0.782579,0.625559,0.258993
train,1,0.680353,0.813713,0.708550,0.817696,0.750494,0.736764,0.752466,0.528756,0.847222
train,1,0.914907,0.853415,0.822918,0.931235,0.909552,0.766743,0.611235,0.775861,0.749355
train,0,0.445799,0.609743,0.537367,0.627662,0.526229,0.242494,0.496599,0.263787,0.467678
train,1,0.538564,0.496715,0.501172,0.576247,0.463515,0.446233,0.731078,0.459918,0.751961
train,0,0.697523,0.914436,0.519077,0.489212,0.322861,0.642350,0.449300,0.501724,0.779687
train,0,0.191102,0.225517,0.000000,0.162385,0.202087,0.285120,0.789423,0.447549,0.118613
train,0,0.498393,0.446055,0.696960,0.188778,0.686203,0.341721,0.647548,0.654291,0.640719
train,0,0.547309,0.281553,0.170183,0.000000,0.481375,0.249313,0.366676,0.393148,0.741866
train,0,0.176742,0.545183,0.539073,0.031149,0.053492,0.030299,0.577978,0.395354,0.444708
train,0,0.211923,0.009208,0.000000,0.033264,0.003471,0.093257,0.538009,0.408485,0.378013
train,1,0.723760,0.757433,0.883322,0.855522,0.894352,0.788808,0.630851,0.795736,0.884760
train,1,0.601934,0.451555,0.444327,0.504618,0.501552,0.452814,0.856644,0.891994,0.505881
train,0,0.057726,0.412325,0.000000,0.015453,0.284970,0.167189,0.216090,0.334593,0.678789
train,1,0.736710,0.761304,0.630904,0.765364,0.653195,0.756282,0.700523,0.695350,0.718792
train,1,0.671823,0.737761,0.718951,0.753201,0.557517,0.688613,0.888715,0.463758,0.751683
train,0,0.826334,0.762561,0.235758,0.462956,0.593554,0.434370,0.790073,0.385017,0.613822
train,1,0.626269,0.657673,0.575631,0.755717,0.720522,0.671167,0.832549,0.730239,0.801649
train,0,0.166957,0.163021,0.293945,0.126628,0.403071,0.355075,0.845493,0.831355,0.399772
train,1,0.501530,0.499818,0.612456,0.558255,0.505289,0.519529,0.905881,0.607588,0.393458
train,1,0.601014,0.723245,0.590258,0.549723,0.580888,0.596845,0.933752,0.831995,0.783940
train,0,0.000000,0.217475,0.041293,0.380770,0.136279,0.477364,0.029229,0.556244,0.213233
train,0,0.352001,0.485977,0.647381,0.617670,0.614227,0.981294,0.602292,0.364821,0.473244
train,0,0.720666,0.674067,0.553512,0.625628,0.645923,0.683548,0.787986,0.247676,0.447762
train,0,0.304803,0.125227,0.000000,0.068685,0.011046,0.305239,0.354807,0.747058,0.466499
train,0,0.481533,0.744451,0.596068,0.659012,0.822918,0.446049,0.592085,0.544448,0.710340
train,0,0.124433,0.121656,0.517918,0.120457,0.449385,0.206998,0.560147,0.579890,0.775848
train,0,0.329026,0.340681,0.357378,0.371537,0.478668,0.312581,0.239684,0.066696,0.532565
train,1,0.508467,0.419848,0.445460,0.610570,0.465658,0.436443,0.886838,0.685465,0.739606
train,0,0.356824,0.258096,0.074758,0.410818,0.320737,0.037958,0.501984,0.833616,0.429096
train,0,0.000000,0.000000,0.000753,0.223264,0.366061,0.000000,0.420922,0.226691,0.490242
train,1,0.688036,0.697982,0.715835,0.810796,0.693327,0.710866,0.448788,0.799871,0.769830
train,0,0.472013,0.891846,0.307413,0.749563,0.717800,0.429315,0.556858,0.211024,0.528495
train,0,0.334910,0.430373,0.538100,0.608023,0.573175,0.441941,0.905388,0.637780,0.344912
train,1,0.495727,0.372010,0.405944,0.478045,0.303336,0.324373,0.505831,0.845155,0.886340
train,0,0.347533,0.847020,0.632516,0.249740,0.836195,0.737049,0.673046,0.287031,0.265458
train,1,0.614572,0.715133,0.726795,0.713042,0.677148,0.693579,0.654110,0.669250,0.571969
train,0,0.054955,0.320643,0.539080,0.200517,0.296731,0.397409,0.096618,0.198495,0.521012
val,0,0.821754,0.388564,0.484212,0.583596,0.433554,0.589315,0.526267,0.631613,0.287461
val,0,0.000000,0.123707,0.146976,0.000000,0.000000,0.000000,0.742286,0.864377,0.403471
val,0,0.547762,0.624374,0.217250,0.452296,0.243120,0.412174,0.586396,0.186371,0.550150
val,0,0.674904,0.520813,0.524069,0.587173,0.371980,0.365419,0.389255,0.457242,0.855111
val,0,0.765327,0.417240,0.309260,0.687292,0.759514,0.787332,0.484835,0.513948,0.436446
val,0,0.538154,0.633065,0.485734,0.368667,0.452059,0.592741,0.741048,0.643046,0.646370
val,0,0.281000,0.343710,0.423050,0.033428,0.317913,0.000000,0.680311,0.456190,0.377923
val,1,0.887292,0.878647,0.794360,0.761266,0.718878,0.747836,0.865261,0.892450,0.804089
val,1,0.561415,0.696578,0.750757,0.737130,0.659581,0.604638,0.819647,0.379170,0.512382
val,1,0.376555,0.282761,0.382268,0.333193,0.384107,0.360205,0.530922,0.838697,0.817571
val,0,0.072390,0.546724,0.296844,0.246254,0.280983,0.269517,0.360360,0.576630,0.174945
val,0,0.158437,0.633700,0.617161,0.000000,0.349655,0.434276,0.355667,0.771956,0.693374
val,0,0.083881,0.044305,0.000000,0.000000,0.000000,0.000000,0.514631,0.674332,0.570357
val,1,0.653613,0.688546,0.775060,0.783128,0.738222,0.821344,0.934195,0.524033,0.476074
val,1,0.630635,0.673893,0.709273,0.574615,0.617813,0.663227,0.799943,0.654458,0.674729
val,1,0.697103,0.725088,0.659543,0.718504,0.610835,0.682675,0.580073,0.856043,0.683406
val,1,0.635184,0.642226,0.627116,0.692283,0.668115,0.680331,0.835611,0.755270,0.711861
val,1,0.809346,0.853876,0.855079,0.900529,0.892896,0.914127,0.895855,0.807605,0.842719
val,1,0.700740,0.642872,0.551314,0.534570,0.550571,0.563740,0.883848,0.394911,0.688762
val,1,0.718144,0.655930,0.567806,0.733788,0.646683,0.725003,0.522318,0.387592,0.769794
val,0,0.063476,0.163564,0.233498,0.134892,0.075215,0.302092,0.490201,0.237348,0.464300
val,1,0.745486,0.710474,0.766233,0.738081,0.806137,0.776465,0.857356,0.619683,0.660961
val,0,0.733179,0.315709,0.463772,0.631917,0.475949,0.177924,0.730920,0.582593,0.447740
val,1,1.000000,1.000000,0.959980,0.885073,1.000000,0.966209,0.726392,0.653186,0.452112
val,1,0.803455,0.874226,0.747308,0.829705,0.792576,0.841666,0.629561,0.560860,0.619116
val,1,0.579649,0.714485,0.630913,0.631499,0.558416,0.607856,0.863885,0.810353,0.912967
val,1,0.794225,0.754163,0.851848,0.849791,0.775647,0.730307,0.797068,0.691510,0.720718
val,0,0.990765,1.000000,0.961912,1.000000,0.709060,0.693565,0.489232,0.347143,0.443324
val,1,0.829336,0.936474,0.811485,0.791557,0.806436,0.767178,0.726895,0.701811,0.706506
val,1,0.937448,0.899907,0.896823,0.910581,1.000000,0.997264,0.838021,0.823512,0.682689
val,1,0.560717,0.475385,0.507359,0.557440,0.528149,0.540471,0.661345,0.721163,0.830276
val,0,0.000000,0.000000,0.357218,0.363500,0.024740,0.000000,0.422474,0.812581,0.596836
val,1,0.663150,0.713732,0.682724,0.723110,0.721126,0.670998,0.920795,0.892676,0.887873
val,1,0.840861,0.781942,0.653889,0.770083,0.781612,0.756147,0.734884,0.932465,0.594191
val,1,0.720401,0.694956,0.727849,0.813948,0.681906,0.750949,0.644261,0.708125,0.727150
val,0,0.450539,0.370994,0.306902,0.341486,0.397006,0.028094,0.676711,0.438704,0.629399
val,1,0.768943,0.716673,0.649275,0.708570,0.801256,0.735042,0.572419,0.678109,0.855196
val,0,0.067256,0.000000,0.000000,0.375152,0.000000,0.427532,0.388538,0.697663,0.072722
val,1,0.743925,0.708513,0.884472,0.708886,0.698350,0.754938,0.666231,0.653781,0.742437
val,0,0.521004,0.000000,0.191148,0.127212,0.121134,0.100360,0.548621,0.486872,0.227252
val,0,0.428510,0.657006,0.563857,0.847355,0.329858,0.428739,0.022795,0.503886,0.548071
val,0,0.000000,0.233940,0.052771,0.044218,0.249162,0.000000,0.083594,0.197519,0.494686
val,1,0.605697,0.701828,0.689848,0.670995,0.584199,0.600695,0.796757,0.923907,0.706498
val,1,0.537655,0.591904,0.377826,0.541195,0.508273,0.432098,0.774628,0.786299,0.904859
val,0,0.665459,0.195334,0.541758,0.510864,0.360021,0.000000,0.469607,0.418555,0.141900
val,0,0.455658,0.302949,0.255822,0.295302,0.063326,0.324079,0.782392,0.355276,0.350269
val,1,0.380050,0.408557,0.413450,0.382565,0.332795,0.308183,0.847852,0.939313,0.884406
val,1,0.519873,0.683402,0.524583,0.545940,0.651642,0.677217,0.746883,0.497637,0.884555
val,1,0.859417,0.778446,0.887567,0.683500,0.677051,0.832750,0.459403,0.966953,0.488594
val,0,0.213727,0.292179,0.000000,0.334393,0.231832,0.091066,0.378791,0.652437,0.263778
